Id,Name,Category,Type,Class,Latitude,Longitude
529790,Embassy of the United Arab Emirates,District of Columbia physical cultural and historic features,Cultural ,Building,38.8992784,-77.0563663
529797,Embassy of the United Republic of Tanzania,District of Columbia physical cultural and historic features,Cultural ,Building,38.9128893,-77.0483105
529793,Embassy of Trinidad and Tobago,District of Columbia physical cultural and historic features,Cultural ,Building,38.9081672,-77.0394214
529794,Embassy of Tunisia,District of Columbia physical cultural and historic features,Cultural ,Building,38.9073338,-77.0313657
529792,Embassy of Uruguay,District of Columbia physical cultural and historic features,Cultural ,Building,38.8970562,-77.0438659
530580,Embassy of Venezuela,District of Columbia physical cultural and historic features,Cultural ,Building,38.904556,-77.059144
529791,Embassy of Western Samoa,District of Columbia physical cultural and historic features,Cultural ,Building,38.9059449,-77.0349768
529785,Embassy of Zimbabwe,District of Columbia physical cultural and historic features,Cultural ,Building,38.9123337,-77.0410881
2457538,Emily J Wilkins House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9077,-77.0388
2457539,Energy Child Development Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.887,-77.0259
2062588,Engelhard Hall,District of Columbia physical cultural and historic features,Cultural ,Building,38.9365,-76.9991427
2457540,Engine Company Number 24 ,District of Columbia physical cultural and historic features,Cultural ,Building,38.936,-77.0249
529189,Environmental Protection Agency,District of Columbia physical cultural and historic features,Cultural ,Building,38.8773344,-77.0177541
2457542,Episcopal Center for Children,District of Columbia physical cultural and historic features,Cultural ,Building,38.9677,-77.0606
530135,Episcopal Church House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9298333,-77.0713666
1998939,Equitable Co-operative Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.8976118,-77.0238655
2457543,Ethel B Yancy Child Development Center at Gethsemane Baptist Church,District of Columbia physical cultural and historic features,Cultural ,Building,38.9529,-77.0171
530236,Evans-Tibbs House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9167781,-77.0255321
530237,Evening Star Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.894834,-77.0271988
531714,Evermay House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9112226,-77.0571996
530023,Exchange Bank ,District of Columbia physical cultural and historic features,Cultural ,Building,38.8987228,-77.0335879
1998940,Explorers Hall,District of Columbia physical cultural and historic features,Cultural ,Building,38.9053894,-77.0377547
529936,F Street Club,District of Columbia physical cultural and historic features,Cultural ,Building,38.897334,-77.0435881
530424,F Street Rowhouses ,District of Columbia physical cultural and historic features,Cultural ,Building,38.8970562,-77.0324768
531042,Fairchild Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.8845564,-77.0091427
2457547,Faith Day Care Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.9589,-77.0006
2457548,Fannie Mae Emergency Child Care Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.9417,-77.0772
528776,Farm Credit Administration Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.8951118,-77.0302545
2082375,Fay House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9069444,-76.9969444
1998943,Federal - American National Bank,District of Columbia physical cultural and historic features,Cultural ,Building,38.8981674,-77.0310878
528730,Federal Aviation Administration Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.8867787,-77.023032
528886,Federal Bureau of Investigation Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.8951118,-77.0246988
529190,Federal Home Loan Bank Board Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.8940008,-77.0124763
530334,Federal House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9037227,-77.0599774
530855,Federal Reserve Annex,District of Columbia physical cultural and historic features,Cultural ,Building,38.8934451,-77.0455326
528711,Federal Reserve Board Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.8931674,-77.0455326
530766,Federal Trade Commission Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.8926119,-77.0210876
2457549,Federal Trade Commission Child Care Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.8926,-77.0212
529780,Federal Warehouse,District of Columbia physical cultural and historic features,Cultural ,Building,38.885112,-77.023032
2457550,FERC Child Development Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.9015,-77.0071
2082376,Field House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9055556,-76.9927778
2457551,Finding Dreams in Children Child Care Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.897,-77.0413
2457552,Fingerprints Child Development Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.8971,-77.0426
528812,Finnish Legation Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.9087227,-77.0388658
531769,Fire Company Number Five ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9053894,-77.0652554
529995,Firemans Insurance Company ,District of Columbia physical cultural and historic features,Cultural ,Building,38.8940007,-77.023032
2457553,First Baptist Child Development Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.9385,-77.0223
2457554,First Baptist Church of Deanwood Child Development Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.9031,-76.938
2457555,First Baptist Church Senior Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.9388367,-77.0227497
2457556,First Rising Mount Zion Child Development Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.907,-77.0204
2457557,First Rock Baptist Child Development Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.8789,-76.9327
2457558,First Rock Baptist Church Child Development Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.88,-76.9395
2457559,First Street Health Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.9074,-77.0068
528761,Fish Commission Building ,District of Columbia physical cultural and historic features,Cultural ,Building,38.8881676,-77.0205319
2062593,Flather Hall,District of Columbia physical cultural and historic features,Cultural ,Building,38.9387222,-76.9983094
530969,Fletchers Colorama Estate ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9328889,-77.0813668
528961,Floral Library,District of Columbia physical cultural and historic features,Cultural ,Building,38.8865009,-77.0366434
528737,Florena Crittenden House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9145558,-77.088867
531688,Folger Shakespeare Library,District of Columbia physical cultural and historic features,Cultural ,Building,38.8895564,-77.0027538
529192,Folger Theatre,District of Columbia physical cultural and historic features,Cultural ,Building,38.8895564,-77.0021982
529781,Fondo del Sol Visual Arts Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.9126115,-77.0471993
528702,Food and Drug Administration Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.8853898,-77.0144207
530490,Foraker House ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9092783,-77.0363658
531400,Fords Opera House ,District of Columbia physical cultural and historic features,Cultural ,Building,38.8928897,-77.0238654
531427,Forest Hall,District of Columbia physical cultural and historic features,Cultural ,Building,38.907056,-77.0635886
531904,Forrest Hall,District of Columbia physical cultural and historic features,Cultural ,Building,38.9065005,-77.063033
528751,Forrestal Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.8870564,-77.0296989
531542,Forrest-Marbury House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9051116,-77.0671998
528986,Fort Dupont Activity Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.8806678,-76.9577525
528985,Fort Dupont Summer Theater,District of Columbia physical cultural and historic features,Cultural ,Building,38.88039,-76.9566413
529030,Fort Stanton Childrens Museum,District of Columbia physical cultural and historic features,Cultural ,Building,38.8565015,-76.9769195
529534,Founders Library,District of Columbia physical cultural and historic features,Cultural ,Building,38.9220558,-77.0194209
2457563,Foundry United Methodist Church Day Care Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.91,-77.0369
2082377,Fowler Hall,District of Columbia physical cultural and historic features,Cultural ,Building,38.9052778,-76.9947222
530378,Fox Theatre ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9078894,-77.0366435
530166,Foxall House ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9067783,-77.0583107
2457564,Foxall-McKenney House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9079,-77.0621
2457565,Frances Perkins House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9154,-77.0515
531041,Frances Perkins House,District of Columbia physical cultural and historic features,Cultural ,Building,38.8923341,-77.0146985
2102067,Frances Scott Key Hall,District of Columbia physical cultural and historic features,Cultural ,Building,38.9002778,-77.0452778
2043089,Francis A Gregory Branch Library,District of Columbia physical cultural and historic features,Cultural ,Building,38.8648347,-76.9541411
531512,Francis Dodge House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9095559,-77.059144
530300,Francis Wheatley House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9053894,-77.0596996
528725,Franklin D Roosevelt House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9131671,-77.0480327
530691,Franklin House ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9017784,-77.0471993
530422,Franklin Terrace ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9026117,-77.0324768
531632,Franz Bader Gallery,District of Columbia physical cultural and historic features,Cultural ,Building,38.898445,-77.0399769
530248,Fraser Mansion,District of Columbia physical cultural and historic features,Cultural ,Building,38.9134448,-77.046366
529931,Frederick B Culver House ,District of Columbia physical cultural and historic features,Cultural ,Building,38.8962229,-77.0233098
2457566,Frederick Douglass Child Development Center Phase II,District of Columbia physical cultural and historic features,Cultural ,Building,38.8493,-76.9806
531476,Frederick Douglass Home,District of Columbia physical cultural and historic features,Cultural ,Building,38.8631681,-76.9852532
530729,Frederick Douglass Home,District of Columbia physical cultural and historic features,Cultural ,Building,38.8634458,-76.9846976
529031,Frederick Douglass Home Visitor Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.8631681,-76.9852532
2457567,Frederick Douglass Infant Toddler Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.8508,-76.9758
2102551,Fredrick Douglass Memorial Hall,District of Columbia physical cultural and historic features,Cultural ,Building,38.9236111,-77.0211111
529992,Freedmans Bank ,District of Columbia physical cultural and historic features,Cultural ,Building,38.865668,-76.9927534
530427,Freemasons Hall ,District of Columbia physical cultural and historic features,Cultural ,Building,38.8903897,-77.0180319
531757,Freer Gallery,District of Columbia physical cultural and historic features,Cultural ,Building,38.8909452,-77.0260877
530961,Friendship House,District of Columbia physical cultural and historic features,Cultural ,Building,38.8842788,-76.9977536
2457568,Friendship House Association Child Development Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.8841,-76.9975
2457569,Friendship Place,District of Columbia physical cultural and historic features,Cultural ,Building,38.9514,-77.0806
528895,Friendship Settlement House,District of Columbia physical cultural and historic features,Cultural ,Building,38.8790011,-76.9996981
530996,Fuel Administration Building ,District of Columbia physical cultural and historic features,Cultural ,Building,38.8942785,-77.0458104
2085529,Fulbright Hall,District of Columbia physical cultural and historic features,Cultural ,Building,38.8997,-77.05
2457570,Full Gospel Tabernacle Church Child Development Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.8982,-76.9918
530256,Fuller House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9198336,-77.0474772
2085542,Funger Hall,District of Columbia physical cultural and historic features,Cultural ,Building,38.8986,-77.0494
531330,Gadsbys Hotel ,District of Columbia physical cultural and historic features,Cultural ,Building,38.8920563,-77.0158096
530027,Gala Hispanic Theater,District of Columbia physical cultural and historic features,Cultural ,Building,38.9201114,-77.0441437
2457573,Gallaudet University Child Development Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.9058,-76.9949
2002673,Gallery of Art - Howard University,District of Columbia physical cultural and historic features,Cultural ,Building,38.9245557,-77.0208099
531025,Gallery Row,District of Columbia physical cultural and historic features,Cultural ,Building,38.8965007,-77.0221987
2457574,Gap Community Child Care Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.9364,-77.0373
2002675,Garfinckel's Department Store,District of Columbia physical cultural and historic features,Cultural ,Building,38.8976118,-77.0319211
529193,Gaston Hall,District of Columbia physical cultural and historic features,Cultural ,Building,38.9076115,-77.0727555
2102053,G-Dub Java,District of Columbia physical cultural and historic features,Cultural ,Building,38.9175,-77.0897222
530252,Gearing Bungalow,District of Columbia physical cultural and historic features,Cultural ,Building,38.9353889,-77.0510884
531030,Gelman Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.9037227,-77.0477549
528864,General Accounting Office,District of Columbia physical cultural and historic features,Cultural ,Building,38.8992785,-77.0169208
530064,General Federation of Womens Clubs,District of Columbia physical cultural and historic features,Cultural ,Building,38.9073338,-77.0396992
2457576,General Federation of Womens Clubs Headquarters,District of Columbia physical cultural and historic features,Cultural ,Building,38.907,-77.0399
530389,General Noble Redwood Tree House ,District of Columbia physical cultural and historic features,Cultural ,Building,38.888723,-77.0285877
531317,General Service Administration Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.8967785,-77.0427548
529194,General Service Administration Regional Office,District of Columbia physical cultural and historic features,Cultural ,Building,38.8853898,-77.0227543
2102069,General William Mitchell Hall,District of Columbia physical cultural and historic features,Cultural ,Building,38.8963889,-77.0438889
530179,George Fraser House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9126115,-77.0419214
2457577,George Hewitt Myers House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9139,-77.0511
2102552,George W Cook Hall,District of Columbia physical cultural and historic features,Cultural ,Building,38.9252778,-77.0219444
530398,George Washington Memorial Building ,District of Columbia physical cultural and historic features,Cultural ,Building,38.8917786,-77.0199764
530065,George Washington University Smith Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.8992784,-77.0483105
2043088,Georgetown Branch Library,District of Columbia physical cultural and historic features,Cultural ,Building,38.9137225,-77.0658109
531048,Georgetown College Villa,District of Columbia physical cultural and historic features,Cultural ,Building,38.9370554,-77.0783112
2457578,Georgetown Commercial Buildings,District of Columbia physical cultural and historic features,Cultural ,Building,38.9097,-77.0643
531437,Georgetown Custom House ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9056672,-77.0608108
2457579,Georgetown Hill Child Development Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.8852,-77.0225
2457580,Georgetown Hill Early Childhood Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.8951,-77.0232
2457581,Georgetown Law Early Learning Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.8969,-77.0134
2457582,Georgetown Preparatory School Main Academy Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.9095,-77.0694
2457583,Georgetown Preparatory School Monastery South Wing,District of Columbia physical cultural and historic features,Cultural ,Building,38.909,-77.0694
528826,Georgetown Tobacco Warehouse,District of Columbia physical cultural and historic features,Cultural ,Building,38.904556,-77.0641441
531828,Georgetown Town Hall and Mayors Office ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9053894,-77.0652554
2002636,Georgetown University Astronomical Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.9084448,-77.0769222
2457584,Georgetown University Hoya Kids,District of Columbia physical cultural and historic features,Cultural ,Building,38.9085,-77.0711
2082687,Georgetown University Shops,District of Columbia physical cultural and historic features,Cultural ,Building,38.9063889,-77.0708333
528919,Georgetown Visitor Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.9034449,-77.0577552
529541,German Orphan Home,District of Columbia physical cultural and historic features,Cultural ,Building,38.8645569,-76.9746973
529777,Germond Crandall Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.8953896,-77.0219209
2082688,Gervase Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.9066667,-77.0738889
2085545,Gewirz Hillel Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.8992,-77.0503
2062594,Gibbons Hall,District of Columbia physical cultural and historic features,Cultural ,Building,38.9320556,-76.9994205
531824,Girl Scout Little House ,District of Columbia physical cultural and historic features,Cultural ,Building,38.8962229,-77.0405325
2457588,Glen Hurst,District of Columbia physical cultural and historic features,Cultural ,Building,38.921,-77.0981
531399,Globe Theatre ,District of Columbia physical cultural and historic features,Cultural ,Building,38.8945562,-77.0266432
530322,Godey House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9087226,-77.0608108
2457589,Golden Rule Child Development Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.9019,-77.0129
2457590,Goldies Child Development Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.9658,-77.0164
2457591,Goldies Child Development Center II,District of Columbia physical cultural and historic features,Cultural ,Building,38.966,-77.0164
531644,Good Samaritan Hall ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9095559,-77.0546995
530536,Goode House ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9256669,-77.0430326
531905,Gordons Warehouse ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9023338,-77.0621997
2082689,Gorman Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.9108333,-77.0752778
530324,Goszler-Manogue House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9073337,-77.0691443
531323,Government Printing Office,District of Columbia physical cultural and historic features,Cultural ,Building,38.8995562,-77.0099762
2062595,Gowan Hall,District of Columbia physical cultural and historic features,Cultural ,Building,38.9340001,-76.9958093
2102553,Graduate School of Arts and Sciences Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.9211111,-77.0186111
2507014,Grand Oaks Assisted Living Facility,District of Columbia physical cultural and historic features,Cultural ,Building,38.936206,-77.111191
2457592,Grant Park Care Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.8993,-76.9283
530526,Grant Row,District of Columbia physical cultural and historic features,Cultural ,Building,38.8890009,-77.0038649
530429,Grants Row ,District of Columbia physical cultural and historic features,Cultural ,Building,38.8978896,-77.0027538
530283,Grassland ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9259445,-77.0830335
2063123,Gray Hall,District of Columbia physical cultural and historic features,Cultural ,Building,38.935111,-77.0894225
530657,Gray-Payne House ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9012228,-77.0380324
528745,Greek Legation Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.9109448,-77.0455326
530820,Gregg House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9073337,-77.0652554
531990,Gres Gallery ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9131671,-77.0449771
529545,Greystone,District of Columbia physical cultural and historic features,Cultural ,Building,38.9348333,-77.0499772
2457593,Growing Seeds Child Development Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.9382,-77.0335
529449,GSA Regional Office Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.885112,-77.023032
528891,Guatemalan Legation Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.9120559,-77.0421992
530412,Guggenheim House ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9051116,-77.036088
531536,Guild Hall,District of Columbia physical cultural and historic features,Cultural ,Building,38.9298333,-77.0721999
2102071,Guthridge Hall,District of Columbia physical cultural and historic features,Cultural ,Building,38.8975,-77.0475
530307,Gutman-Wise Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.9051116,-77.0619219
2102072,H B Burns Memorial Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.9016667,-77.0486111
528889,Haitian Legation Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.9109448,-77.0427548
531529,Halcyon House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9059449,-77.0677554
530413,Hale House ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9026117,-77.0366435
2082378,Hall Memorial Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.9080556,-76.9936111
2085540,Hall of Government,District of Columbia physical cultural and historic features,Cultural ,Building,38.8986,-77.0469
530406,Halls of the Ancients ,District of Columbia physical cultural and historic features,Cultural ,Building,38.8931674,-77.0330323
530193,Hamburgh Village House ,District of Columbia physical cultural and historic features,Cultural ,Building,38.8959451,-77.0446993
531035,Hamilton Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.9028895,-77.0316434
531488,Hamilton Recreation Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.952333,-77.0308102
2063168,Hampilton Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.935,-77.0919444
2002664,Hampshire Garden Apartment Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.9506665,-77.0141431
2062596,Hannan Hall,District of Columbia physical cultural and historic features,Cultural ,Building,38.9367778,-77.0019206
2457595,Happy Faces Child Development Center Number 2,District of Columbia physical cultural and historic features,Cultural ,Building,38.9171,-76.9934
2457596,Happy Faces Child Development Center Number 3,District of Columbia physical cultural and historic features,Cultural ,Building,38.9171,-76.9934
2457597,Happy Tots Day Care Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.8524,-76.9828
2082691,Harbin Hall,District of Columbia physical cultural and historic features,Cultural ,Building,38.9077778,-77.0744444
2457598,Harbor Light Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.9177,-76.9742
531068,Harewood ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9340001,-77.0163654
530507,Harmon House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9092782,-77.059144
530331,Harnedy Row Houses,District of Columbia physical cultural and historic features,Cultural ,Building,38.9059449,-77.0705332
1998894,Harris and Ewing Photographic Studio,District of Columbia physical cultural and historic features,Cultural ,Building,38.8978896,-77.0302545
1998849,Harrison Apartment Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.8990007,-77.0146985
528878,Hart Senate Office Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.8928897,-77.0038649
2102074,Hattie M Strong Hall,District of Columbia physical cultural and historic features,Cultural ,Building,38.8980556,-77.0469444
530269,Hattie M Strong Residence Hall - George Washington University,District of Columbia physical cultural and historic features,Cultural ,Building,38.898445,-77.0466437
531719,Hay-Adams House ,District of Columbia physical cultural and historic features,Cultural ,Building,38.8995561,-77.0616441
530105,Healy Hall - Georgetown University,District of Columbia physical cultural and historic features,Cultural ,Building,38.9076115,-77.0724777
531526,Hearst Hall,District of Columbia physical cultural and historic features,Cultural ,Building,38.9312222,-77.0699777
530482,Hearst House ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9187225,-77.0346991
2457599,Heavenly Angels Child Care Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.8532,-76.9646
1998895,Hecht Company Warehouse,District of Columbia physical cultural and historic features,Cultural ,Building,38.9148337,-76.98442
2457600,Hedges and Federal House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9046,-77.06
530760,Hendersons Castle ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9192781,-77.0369213
2457601,Hendley Before and After School Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.9448,-77.0631
2082693,Henle Village,District of Columbia physical cultural and historic features,Cultural ,Building,38.9102778,-77.0736111
529919,Henry Adams Mansion,District of Columbia physical cultural and historic features,Cultural ,Building,38.921778,-77.0585885
2457602,Henry Foxall Tenant House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9067,-77.0586
2457603,Henry McCleery House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9045,-77.0593
2102052,Hensley Residence Hall,District of Columbia physical cultural and historic features,Cultural ,Building,38.9188889,-77.0897222
530327,Herron-Moxley House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9098337,-77.0691443
530797,Heurich Mansion,District of Columbia physical cultural and historic features,Cultural ,Building,38.9081672,-77.0444215
528735,Highlands,District of Columbia physical cultural and historic features,Cultural ,Building,38.9331667,-77.0719221
529548,Hillandale,District of Columbia physical cultural and historic features,Cultural ,Building,38.915667,-77.0788668
2457606,Hillandale Gatehouse,District of Columbia physical cultural and historic features,Cultural ,Building,38.9128,-77.0766
2457607,Hilleary Burrows House,District of Columbia physical cultural and historic features,Cultural ,Building,38.9555,-77.0902
530066,Hillel Foundations Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.9070559,-77.0713666
530067,Hillwood Museum,District of Columbia physical cultural and historic features,Cultural ,Building,38.943722,-77.0521995
531405,Hippodrome ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9020561,-77.0241432
1998869,Hirshhorn Museum and Sculpture Garden,District of Columbia physical cultural and historic features,Cultural ,Building,38.8878898,-77.023032
528824,Historic Georgetown Grist Mill,District of Columbia physical cultural and historic features,Cultural ,Building,38.9037227,-77.0655331
528825,Historic Georgetown Jail Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.9037227,-77.0619219
531726,Historic Georgetown Town Hall,District of Columbia physical cultural and historic features,Cultural ,Building,38.9051116,-77.0641441
531825,Hitt House ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9178892,-77.036088
529988,Hoby House ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9223335,-77.0455326
531750,Holmead Manor ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9348333,-77.0305323
2457609,Holy Temple Child Development Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.8831,-76.9905
529200,Holy Trinity Theatre,District of Columbia physical cultural and historic features,Cultural ,Building,38.9073337,-77.0705332
2457610,Home Away From Home Child Development Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.9125,-77.0168
529009,Home for Incurables,District of Columbia physical cultural and historic features,Cultural ,Building,38.9417776,-77.0738667
2628221,Homeland Security and Emergency Management Agency District of Columbia,District of Columbia physical cultural and historic features,Cultural ,Building,38.853716,-76.995041
530240,Homer Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.8978896,-77.0288656
530467,Hooe Iron Building ,District of Columbia physical cultural and historic features,Cultural ,Building,38.8967785,-77.0305322
530542,Hopkins-Miller House ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9101115,-77.0441437
530196,Horace Gray House ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9012228,-77.0369213
529201,Horizons Theatre,District of Columbia physical cultural and historic features,Cultural ,Building,38.9037227,-77.0624775
1998968,Horse Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.958444,-77.0505328
2102075,Hortense Amsterdam,District of Columbia physical cultural and historic features,Cultural ,Building,38.8980556,-77.0475
530238,Hotel Washington,District of Columbia physical cultural and historic features,Cultural ,Building,38.8967785,-77.0335879
2457612,House of Ruth Kidspace Infant Program Child Develoment Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.8716,-76.9654
1998873,House of the Temple Museum,District of Columbia physical cultural and historic features,Cultural ,Building,38.9137226,-77.0355324
530601,House Office Building Annex 1,District of Columbia physical cultural and historic features,Cultural ,Building,38.8856676,-77.0069205
528927,House Office Building Annex 2,District of Columbia physical cultural and historic features,Cultural ,Building,38.8845564,-77.0141429
531528,Howard Hall,District of Columbia physical cultural and historic features,Cultural ,Building,38.9231669,-77.0216432
2102557,Howard Plaza Towers,District of Columbia physical cultural and historic features,Cultural ,Building,38.9202778,-77.0236111
530643,Howard Theater,District of Columbia physical cultural and historic features,Cultural ,Building,38.9153893,-77.0208098
2102558,Howard University Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.9197222,-77.0216667
1998875,Howard University Museum,District of Columbia physical cultural and historic features,Cultural ,Building,38.9223336,-77.0194209
530199,Howe House ,District of Columbia physical cultural and historic features,Cultural ,Building,38.9001117,-77.0444215
531040,Hubert Humphrey Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.8870564,-77.0146985
2457613,Huckle Berry Cheesecake Child Development Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.9062,-77.0453
2457614,Hughes Child Development Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.9309,-76.9729
2063158,Hughes Hall,District of Columbia physical cultural and historic features,Cultural ,Building,38.9383333,-77.0888889
2102560,Human Ecology Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.9227778,-77.0191667
2457615,Humpty Dumpty Child Development Center,District of Columbia physical cultural and historic features,Cultural ,Building,38.9428,-77.0201
528890,Hungarian Legation Building,District of Columbia physical cultural and historic features,Cultural ,Building,38.9126115,-77.0421992
